contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received
CONT_AWD_SPE4A723P6098_9700_-NONE-_-NONE-,SPE4A723P6098,734400.0,734400.0,2023-02-10,2023,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8509690752!PARTS KIT,REGULATOR",336411,AIRCRAFT MANUFACTURING,NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723P8524_9700_-NONE-_-NONE-,SPE4A723P8524,434460.0,434460.0,2023-04-06,2023,Department of Defense,Defense Logistics Agency,LG6WVXVEEJN3,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",ROCKINGHAM,NH,NEW HAMPSHIRE,PURCHASE ORDER,"8509802379!HOUSING SECTION,NIG",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723P8952_9700_-NONE-_-NONE-,SPE4A723P8952,748018.72,748018.72,2023-04-13,2023,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8509828320!PARTS KIT,REGULATOR",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,4.0
CONT_AWD_SPE4A723P9167_9700_-NONE-_-NONE-,SPE4A723P9167,334685.57,334685.57,2023-04-20,2023,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8509841865!CONVERTER,SIGNAL DA",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723PA913_9700_-NONE-_-NONE-,SPE4A723PA913,692129.0,692129.0,2023-06-07,2023,Department of Defense,Defense Logistics Agency,NSM9HXQMH5L3,NORCATEC LLC,NORCATEC LLC,SUFFOLK,NY,NEW YORK,PURCHASE ORDER,"8509931180!TRANSMITTER,POSITIO",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,2.0
CONT_AWD_SPE4A723PB019_9700_-NONE-_-NONE-,SPE4A723PB019,628580.0,628580.0,2023-06-07,2023,Department of Defense,Defense Logistics Agency,M6KCXTSLGRM9,KITCO LLC,WENCOR  LLC,UTAH,UT,UTAH,PURCHASE ORDER,8509936770!COIL ASSEMBLY AND O,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723PB368_9700_-NONE-_-NONE-,SPE4A723PB368,434007.0,434007.0,2023-06-20,2023,Department of Defense,Defense Logistics Agency,CBJPJTTZZHR2,ALLIED MATERIALS & EQUIPMENT CO INC,ALLIED MATERIALS & EQUIPMENT CO INC,JACKSON,MO,MISSOURI,PURCHASE ORDER,8509953678!ADAPTER SUBASSY PIG,336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723PB800_9700_-NONE-_-NONE-,SPE4A723PB800,261451.29,261451.29,2023-06-26,2023,Department of Defense,Defense Logistics Agency,GJMSFBCNMSK3,"ATLANTIC DIVING SUPPLY, INC.","ADS TACTICAL, INC.",VIRGINIA BEACH CITY,VA,VIRGINIA,PURCHASE ORDER,8509974273!IMAGE INTENSIFIER T,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,NO SET ASIDE USED.,3.0
CONT_AWD_SPE4A723PD244_9700_-NONE-_-NONE-,SPE4A723PD244,442493.6,442493.6,2023-07-27,2023,Department of Defense,Defense Logistics Agency,MYE5L662RU13,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ELBIT SYSTEMS LTD,ROANOKE,VA,VIRGINIA,PURCHASE ORDER,"8510037516!IMAGE INTENSIFIER,N",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723PE075_9700_-NONE-_-NONE-,SPE4A723PE075,563731.02,563731.02,2023-08-16,2023,Department of Defense,Defense Logistics Agency,CYJTQSJ2N1L9,"RH LABORATORIES, INC.",HEICO CORP,BRISTOL,MA,MASSACHUSETTS,PURCHASE ORDER,"8510081283!DETECTOR,RADIO FREQ",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A723PE952_9700_-NONE-_-NONE-,SPE4A723PE952,573500.0,573500.0,2023-09-14,2023,Department of Defense,Defense Logistics Agency,LJ4XGT46KN81,"FORMWORKS PLASTICS, INC.",FORMWORKS PLASTICS  INC.,ORANGE,CA,CALIFORNIA,PURCHASE ORDER,"8510122554!MODE TRANSFER,LOCK",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,1.0
CONT_AWD_SPE4A723PE973_9700_-NONE-_-NONE-,SPE4A723PE973,613000.0,613000.0,2023-09-14,2023,Department of Defense,Defense Logistics Agency,LJ4XGT46KN81,"FORMWORKS PLASTICS, INC.",FORMWORKS PLASTICS  INC.,ORANGE,CA,CALIFORNIA,PURCHASE ORDER,"8510123004!MODE TRANSFER,LOCK",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,1.0
CONT_AWD_SPE4A723PF633_9700_-NONE-_-NONE-,SPE4A723PF633,361984.12,361984.12,2023-09-21,2023,Department of Defense,Defense Logistics Agency,MYE5L662RU13,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ELBIT SYSTEMS LTD,ROANOKE,VA,VIRGINIA,PURCHASE ORDER,"8510158841!BRIDGE,NIGHT VISION",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0003_9700_-NONE-_-NONE-,SPE4A724C0003,1133927.0,1133927.0,2023-10-26,2024,Department of Defense,Defense Logistics Agency,QM4EZDV15JL8,"L3HARRIS TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",SUFFOLK,NY,NEW YORK,DEFINITIVE CONTRACT,8510069593!SET-UP CHARGES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0020_9700_-NONE-_-NONE-,SPE4A724C0020,5107375.0,5107375.0,2023-12-15,2024,Department of Defense,Defense Logistics Agency,J73QK4BTYJJ6,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC.",MARICOPA,AZ,ARIZONA,DEFINITIVE CONTRACT,8510288967!IMAGE INTENSIFIER T,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0037_9700_-NONE-_-NONE-,SPE4A724C0037,505760.04,505760.04,2024-03-20,2024,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,DEFINITIVE CONTRACT,8510399957! HANDLE ASSEMBLY,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0054_9700_-NONE-_-NONE-,SPE4A724C0054,1978945.0,1978945.0,2024-03-22,2024,Department of Defense,Defense Logistics Agency,MMA7H4NEMCT9,CAES SYSTEMS LLC,CAES SYSTEMS LLC,MONTGOMERY,PA,PENNSYLVANIA,DEFINITIVE CONTRACT,8510483947!ANTENNA-DETECTOR,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0111_9700_-NONE-_-NONE-,SPE4A724C0111,5060000.0,5060000.0,2024-06-25,2024,Department of Defense,Defense Logistics Agency,XMLNYKT139G8,"CRESTWOOD TECHNOLOGY GROUP, LLC","CRESTWOOD TECHNOLOGY GROUP, LLC",WESTCHESTER,NY,NEW YORK,DEFINITIVE CONTRACT,"8510695168!PROCESSOR,SIGNAL DA",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0112_9700_-NONE-_-NONE-,SPE4A724C0112,1308800.0,1308800.0,2024-06-26,2024,Department of Defense,Defense Logistics Agency,J73QK4BTYJJ6,"L3 TECHNOLOGIES, INC.","L3 TECHNOLOGIES, INC.",MARICOPA,AZ,ARIZONA,DEFINITIVE CONTRACT,8510695345! IMAGE INTENSIFIER,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724C0124_9700_-NONE-_-NONE-,SPE4A724C0124,552557.94,552557.94,2024-07-16,2024,Department of Defense,Defense Contract Management Agency,CJMMHN6BBMR7,AEROFORCE LOGISTICS LLC,AEROFORCE LOGISTICS LLC,TARRANT,TX,TEXAS,DEFINITIVE CONTRACT,"8510742038!HUB ASSEMBLY,COLLEC",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,2.0
CONT_AWD_SPE4A724F0076_9700_SPE4A723D0314_9700,SPE4A724F0076,1141196.0,1141196.0,2023-10-03,2024,Department of Defense,Defense Contract Management Agency,XCGAMADGHC81,ROTAIR AEROSPACE CORP,ROTAIR AEROSPACE CORP,LITCHFIELD,CT,CONNECTICUT,DELIVERY ORDER,"8510188559!CAM ASSY,DROOP STOP",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_SPE4A724F013W_9700_SPE4A724D0164_9700,SPE4A724F013W,738550.8,738550.8,2024-08-15,2024,Department of Defense,Defense Logistics Agency,MYE5L662RU13,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ROANOKE,VA,VIRGINIA,DELIVERY ORDER,"8510827057!IMAGE INTENSIFIER,N",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_SPE4A724F029G_9700_SPE4A122G0010_9700,SPE4A724F029G,443776.0,443776.0,2024-08-20,2024,Department of Defense,Defense Logistics Agency,E3HYKKLT5ZT1,GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC COMPANY,ESSEX,MA,MASSACHUSETTS,DELIVERY ORDER,"8510833680!SHROUD,STATOR",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724F031X_9700_SPRPA121G001W_9700,SPE4A724F031X,636510.0,636510.0,2024-09-06,2024,Department of Defense,Defense Logistics Agency,N5QUZAYGPKM3,BELL TEXTRON INC,TEXTRON INC,TARRANT,TX,TEXAS,DELIVERY ORDER,"8510839343!LINK ASSEMBLY,SWASH",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,2.0
CONT_AWD_SPE4A724F065X_9700_SPE4AX17D9402_9700,SPE4A724F065X,499676.84,499676.84,2024-09-23,2024,Department of Defense,Defense Logistics Agency,L6ZQZ4B82L63,GENTEX CORP,GENTEX CORP,SAN BERNARDINO,CA,CALIFORNIA,DELIVERY ORDER,"8510911062!MASK,OXYGEN",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_SPE4A724F066P_9700_SPE4A722D0100_9700,SPE4A724F066P,299603.04,299603.04,2024-09-24,2024,Department of Defense,Defense Logistics Agency,P97ZQV9SQQ54,"UNITED DYNAMICS, INC","UNITED DYNAMICS, INC",POTTAWATOMIE,OK,OKLAHOMA,DELIVERY ORDER,"8510914394!SENSOR,TEMPERATURE",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_SPE4A724F069L_9700_SPE4A723D0122_9700,SPE4A724F069L,385340.0,385340.0,2024-09-26,2024,Department of Defense,Defense Logistics Agency,SV84KFR7BLA3,FRAZIER AVIATION INC,FRAZIER AVIATION INC,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,"8510923646!DUCT ASSEMBLY,BLEED",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION,,
CONT_AWD_SPE4A724F0949_9700_SPE4AX17D9402_9700,SPE4A724F0949,271796.86,271796.86,2023-11-08,2024,Department of Defense,Defense Logistics Agency,L6ZQZ4B82L63,GENTEX CORP,GENTEX CORPORATION,SAN BERNARDINO,CA,CALIFORNIA,DELIVERY ORDER,"8510221460!MASK,OXYGEN",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_SPE4A724F0984_9700_SPE4A722D0121_9700,SPE4A724F0984,310912.04,310912.04,2023-11-06,2024,Department of Defense,Defense Logistics Agency,XX2WFHJEFB45,KAMPI COMPONENTS CO INC,KAMPI COMPONENTS CO INC,BUCKS,PA,PENNSYLVANIA,DELIVERY ORDER,8510224830!DISCXASSY,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_SPE4A724F1034_9700_SPE4AX17D9402_9700,SPE4A724F1034,346586.6,346586.6,2023-11-08,2024,Department of Defense,Defense Logistics Agency,L6ZQZ4B82L63,GENTEX CORP,GENTEX CORPORATION,SAN BERNARDINO,CA,CALIFORNIA,DELIVERY ORDER,"8510227972!MASK,OXYGEN",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_SPE4A724F2416_9700_SPE4A723D0247_9700,SPE4A724F2416,266384.05,266384.05,2023-11-29,2024,Department of Defense,Defense Logistics Agency,CGRMHEE21W53,"MASTER RESEARCH & MANUFACTURING, INC.","MASTER RESEARCH & MANUFACTURING, INC.",LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,8510295847!DRIVE ASSY,336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,,
CONT_AWD_SPE4A724F2421_9700_SPE4A722D0243_9700,SPE4A724F2421,255357.9,255357.9,2023-11-29,2024,Department of Defense,Defense Logistics Agency,SVT8HN6HB3E6,"ESSEX INDUSTRIES, INC.",ESSEX INDUSTRIES INC,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,"8510297006!PARTS KIT,OVERHAUL,",336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_SPE4A724F3677_9700_SPRPA121GCF01_9700,SPE4A724F3677,251933.92,251933.92,2023-12-19,2024,Department of Defense,Defense Logistics Agency,JHFZTG8ZC9V2,BELL BOEING JOINT PROJECT OFFICE,BELL BOEING JOINT PROJECT OFFICE,POTTER,TX,TEXAS,DELIVERY ORDER,"8510339906!FAN,RCU COOLING,AIR",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724F3736_9700_SPE4A722DC006_9700,SPE4A724F3736,300961.96,300961.96,2023-12-19,2024,Department of Defense,Defense Logistics Agency,ESM9CL75DQG8,"ALLIED DEFENSE INDUSTRIES, LLC",ALLIED MARINE SERVICES LLC,JEFFERSON,WV,WEST VIRGINIA,DELIVERY ORDER,8510342923!MOUNTING LOCKING ME,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_SPE4A724F3924_9700_SPE4A723DC002_9700,SPE4A724F3924,4160460.72,4160460.72,2023-12-27,2024,Department of Defense,Defense Logistics Agency,HM3XALHG6LM8,"ESSEX INDUSTRIES, INC.",ESSEX INDUSTRIES INC,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,"8510355794!RESCUE UNIT,EMERGEN",336411,AIRCRAFT MANUFACTURING,NOT COMPETED UNDER SAP,,
CONT_AWD_SPE4A724F4694_9700_SPRPA121GCF01_9700,SPE4A724F4694,362502.0,362502.0,2024-02-06,2024,Department of Defense,Defense Logistics Agency,JHFZTG8ZC9V2,BELL BOEING JOINT PROJECT OFFICE,BELL BOEING JOINT PROJECT OFFICE,POTTER,TX,TEXAS,DELIVERY ORDER,"8510420564!BLANKET,DE-ICE,AIRC",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724F4811_9700_SPE4A620D0073_9700,SPE4A724F4811,279552.0,279552.0,2024-02-08,2024,Department of Defense,Defense Logistics Agency,KC2TWQ3G7R65,"ROSELM INDUSTRIES, INC.","ROSELM INDUSTRIES, INC.",LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,8510433683!BREECHPLATE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,
CONT_AWD_SPE4A724F5501_9700_SPE4AX17D9402_9700,SPE4A724F5501,716234.72,716234.72,2024-02-25,2024,Department of Defense,Defense Logistics Agency,L6ZQZ4B82L63,GENTEX CORP,GENTEX CORPORATION,SAN BERNARDINO,CA,CALIFORNIA,DELIVERY ORDER,"8510467411!MASK,OXYGEN",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_SPE4A724F6894_9700_SPRPA121GCF01_9700,SPE4A724F6894,256558.6,256558.6,2024-04-18,2024,Department of Defense,Defense Logistics Agency,JHFZTG8ZC9V2,BELL BOEING JOINT PROJECT OFFICE,BELL BOEING JOINT PROJECT OFFICE,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,"8510564677!PANEL,CONTROL,ELECT",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,2.0
CONT_AWD_SPE4A724F7355_9700_SPE4A724D0167_9700,SPE4A724F7355,500232.0,500232.0,2024-04-23,2024,Department of Defense,Defense Logistics Agency,NHNBSS7VKTD7,S3 AERODEFENSE LLC,S3 AERODEFENSE LLC,MILWAUKEE,WI,WISCONSIN,DELIVERY ORDER,"8510588826!COMPENSATOR ASSEMBLY,AIRCRAFT",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_SPE4A724F7378_9700_SPRPA121GCF01_9700,SPE4A724F7378,296337.11,296337.11,2024-04-30,2024,Department of Defense,Defense Logistics Agency,JHFZTG8ZC9V2,BELL BOEING JOINT PROJECT OFFICE,BELL BOEING JOINT PROJECT OFFICE,DELAWARE,PA,PENNSYLVANIA,DELIVERY ORDER,"8510592021!FAN,RCU COOLING,AIR",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724F7455_9700_SPE4A724D0164_9700,SPE4A724F7455,738550.8,738550.8,2024-04-30,2024,Department of Defense,Defense Logistics Agency,MYE5L662RU13,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ROANOKE,VA,VIRGINIA,DELIVERY ORDER,"8510604259!IMAGE INTENSIFIER,N",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_SPE4A724F8295_9700_SPE4A122G0010_9700,SPE4A724F8295,479579.0,479579.0,2024-06-20,2024,Department of Defense,Defense Logistics Agency,E3HYKKLT5ZT1,GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC COMPANY,BUTLER,OH,OHIO,DELIVERY ORDER,"8510658249!SHIELD,HEAT,AIRCRAF",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724F8321_9700_SPE4A724D0164_9700,SPE4A724F8321,738550.8,738550.8,2024-05-29,2024,Department of Defense,Defense Logistics Agency,MYE5L662RU13,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ELBIT SYSTEMS OF AMERICA - NIGHT VISION LLC,ROANOKE,VA,VIRGINIA,DELIVERY ORDER,"8510663469!IMAGE INTENSIFIER,N",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_SPE4A724P0169_9700_-NONE-_-NONE-,SPE4A724P0169,794098.0,794098.0,2023-10-17,2024,Department of Defense,Defense Logistics Agency,J73QK4BTYJJ6,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC.",MARICOPA,AZ,ARIZONA,PURCHASE ORDER,8510131022!IMAGE INTENSIFIER T,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724P1065_9700_-NONE-_-NONE-,SPE4A724P1065,707130.0,707130.0,2023-10-20,2024,Department of Defense,Defense Logistics Agency,WYMNARE9YU35,"MANEY AIRCRAFT, INC.","MANEY AIRCRAFT, INC.",SAN BERNARDINO,CA,CALIFORNIA,PURCHASE ORDER,"8510220312!DUCT ASSEMBLY,AIR C",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,1.0
CONT_AWD_SPE4A724P1769_9700_-NONE-_-NONE-,SPE4A724P1769,586060.0,586060.0,2023-11-20,2024,Department of Defense,Defense Logistics Agency,LG6WVXVEEJN3,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",ROCKINGHAM,NH,NEW HAMPSHIRE,PURCHASE ORDER,"8510250028!LASER,SOLID STATE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724P1780_9700_-NONE-_-NONE-,SPE4A724P1780,575082.1,575082.1,2023-11-20,2024,Department of Defense,Defense Logistics Agency,LG6WVXVEEJN3,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",ROCKINGHAM,NH,NEW HAMPSHIRE,PURCHASE ORDER,"8510250225!LASER,SOLID STATE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724P1797_9700_-NONE-_-NONE-,SPE4A724P1797,586060.0,586060.0,2023-11-20,2024,Department of Defense,Defense Logistics Agency,LG6WVXVEEJN3,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",ROCKINGHAM,NH,NEW HAMPSHIRE,PURCHASE ORDER,"8510250601!LASER,SOLID STATE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724P5138_9700_-NONE-_-NONE-,SPE4A724P5138,748968.22,748968.22,2023-12-21,2024,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8510343907!PARTS KIT,REGULATOR",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,1.0
CONT_AWD_SPE4A724P5810_9700_-NONE-_-NONE-,SPE4A724P5810,748968.22,748968.22,2024-01-12,2024,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8510368848!PARTS KIT,REGULATOR",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,1.0
CONT_AWD_SPE4A724P6236_9700_-NONE-_-NONE-,SPE4A724P6236,359721.7,359721.7,2024-01-18,2024,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8510390816!PARTS KIT,OVERHAUL",336411,AIRCRAFT MANUFACTURING,COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,1.0
CONT_AWD_SPE4A724P6238_9700_-NONE-_-NONE-,SPE4A724P6238,402041.9,402041.9,2024-01-18,2024,Department of Defense,Defense Logistics Agency,CW7HJMUQB621,"ECI DEFENSE GROUP, INC.","ECI DEFENSE GROUP, INC.",GWINNETT,GA,GEORGIA,PURCHASE ORDER,"8510390961!PARTS KIT,OVERHAUL",336411,AIRCRAFT MANUFACTURING,NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
CONT_AWD_SPE4A724P7198_9700_-NONE-_-NONE-,SPE4A724P7198,725163.0,725163.0,2024-02-08,2024,Department of Defense,Defense Logistics Agency,LG6WVXVEEJN3,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",ROCKINGHAM,NH,NEW HAMPSHIRE,PURCHASE ORDER,"8510433113!HOUSING SECTION,NIG",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0
